name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset
Synallaxis brachyura,Synallaxis brachyura,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Passerella iliaca,"Passerella iliaca schistacea, Passerella iliaca, Passerella iliaca unalaschcensis, Passerella iliaca megarhyncha",4,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes
Paroaria capitata,Paroaria capitata,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2012; 2017,no,yes
Cathartes burrovianus,Cathartes burrovianus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Mesembrinibis cayennensis,Mesembrinibis cayennensis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Heliomaster constantii,Heliomaster constantii,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Lurocalis rufiventris,Lurocalis rufiventris,1,Dataset aou_6_41 (1997),1997,no,no
Passerina ciris,"Passerina ciris, Cyanospiza ciris",2,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_2_14 (1908); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1908; January 1982; February 1982; 1983; 2017,yes,yes
Streptopelia decaocto,Streptopelia decaocto,1,Dataset aou_6_37 (1989); Checklist NACC_list_species_aou_7_57.csv (2017),1989; 2017,no,yes
Thraupis abbas,Thraupis abbas,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Phaethornis anthophilus,Phaethornis anthophilus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Sphyrapicus varius,"Sphyrapicus varius nuchalis, Sphyrapicus varius",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_6_35 (1985); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; February 1982; 1985; 2017,yes,yes
Ardenna creatopus,"Puffinus creatopus, Ardenna creatopus",2,Checklist aou_1.csv (1886); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1923; 1931; February 1982; 2016; 2017,yes,yes
Chrysomus icterocephalus,Chrysomus icterocephalus,1,Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),2010; 2017,no,yes
Tangara gyrola,Tangara gyrola,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Basileuterus culicivorus,Basileuterus culicivorus,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; January 1982; February 1982; 1983; 2012; 2017,yes,yes
Zenaida graysoni,Zenaida graysoni,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Bombycilla garrulus,"Bombycilla garrulus, Ampelis garrulus, Bombycilla garrula",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Dataset aou_4_21 (1946); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1910; 1946; 1957; 1973; February 1982; 2017,yes,yes
Pluvialis squatarola,"Charadrius squatarola, Pluvialis squatarola, Squatarola squatarola",3,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1973; February 1982; 2017,yes,yes
Amazilia tzacatl,"Amazilis tzacatl, Amazilia fuscicaudata, Amazilia tzacatl, Amazilis fuscicaudata",4,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_1_02 (1890); Dataset aou_2 (1895); Dataset aou_2_10 (1901); Dataset aou_3 (1910); Dataset aou_3_18 (1923); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; 1890; 1895; 1901; 1910; 1923; January 1982; February 1982; 2017,yes,yes
Agelaius gubernator,Agelaius gubernator,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_4 (1931),1886; 1909; 1931,yes,no
Amazona auropalliata,Amazona auropalliata,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Haemorhous cassinii,"Haemorhous cassinii, Carpodacus cassinii, Carpodacus cassini",3,Checklist aou_1.csv (1886); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1944; 1957; February 1982; 2012; 2017,yes,yes
Spizella breweri,Spizella breweri,1,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes
Coereba flaveola,Coereba flaveola,1,Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_46 (2005); Checklist NACC_list_species_aou_7_57.csv (2017),1973; January 1982; February 1982; 1983; 2005; 2017,no,yes
Atlapetes albinucha,Atlapetes albinucha,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Chloroceryle aenea,Chloroceryle aenea,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Aethia pusilla,"Aethia pusilla, Simorhynchus pusillus",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; February 1982; 2017,yes,yes
Ara macao,Ara macao,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Harpia harpyja,Harpia harpyja,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Loxigilla portoricensis,Loxigilla portoricensis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Coccyzus minor,Coccyzus minor,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1957; February 1982; 2017,yes,yes
Cuculus optatus,Cuculus optatus,1,Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1944; 2006; 2017,no,yes
Tringa brevipes,"Tringa brevipes, Heteroscelus brevipes, Heteractitis brevipes",3,Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1957; January 1982; February 1982; 2006; 2017,no,yes
Aphelocoma texana,Aphelocoma texana,1,Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_4 (1931),1902; 1910; 1931,no,no
Troglodytes aedon,"Troglodytes aedon, Troglodytes aedon parkmanii",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_54 (2013); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; February 1982; 2013; 2017,yes,yes
Myrmotherula axillaris,Myrmotherula axillaris,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Pyrocephalus rubinus,"Pyrocephalus rubinus, Pyrocephalus rubineus, Pyrocephalus rubineus mexicanus",3,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; February 1982; 2017,yes,yes
Goethalsia bella,Goethalsia bella,1,Dataset aou_6 (1983); Dataset aou_7_49 (2008); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2008; 2017,no,yes
Porzana palmeri,Porzana palmeri,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982),January 1982; February 1982,no,no
Lanius cristatus,Lanius cristatus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Melanerpes radiolatus,Melanerpes radiolatus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Pterocles exustus,Pterocles exustus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2012; 2017,no,yes
Aegolius funereus,"Glaux funerea, Cryptoglaux funerea, Nyctala tengmalmi, Aegolius funerea, Nyctala tengmalmi richardsoni, Aegolius funereus, Cryptoglaux tengmalmi",7,Checklist aou_1.csv (1886); Dataset aou_2_13 (1904); Dataset aou_2_14 (1908); Dataset aou_2_15 (1909); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1904; 1908; 1909; 1947; 1957; February 1982; 2017,yes,yes
Motacilla cinerea,Motacilla cinerea,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Geococcyx californianus,Geococcyx californianus,1,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; January 1982; February 1982; 2017,yes,yes
Amazona versicolor,Amazona versicolor,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Eupherusa cyanophrys,Eupherusa cyanophrys,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Sarkidiornis melanotos,Sarkidiornis melanotos,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Pooecetes gramineus,"Pooecetes gramineus, Poocaetes gramineus, Poocaetes gramineus confinis",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; January 1982; February 1982; 2017,yes,yes
Tringa totanus,"Totanus totanus, Tringa totanus",2,Dataset aou_3_16 (1912); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1912; 1931; 1957; 1973; January 1982; 1997; 2017,no,yes
Turdus pilaris,Turdus pilaris,1,Dataset aou_4_20 (1945); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1945; January 1982; February 1982; 1983; 2017,no,yes
Campylorhynchus brunneicapillus,"Campylorhynchus brunneicapillum, Heleodytes brunneicapillus, Campylorhynchus brunneicapillus",3,Checklist aou_1.csv (1886); Dataset aou_1_06 (1894); Dataset aou_2 (1895); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1894; 1895; 1947; 1957; 1973; February 1982; 2017,yes,yes
Oporornis agilis,"Oporornis agilis, Geothlypis agilis",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1920; 1957; January 1982; February 1982; 1983; 2017,yes,yes
Fulmarus glacialis,"Fulmarus glacialis rodgersii, Fulmarus glacialis glupischa, Fulmarus glacialis, Fulmarus glacialis minor",4,Checklist aou_1.csv (1886); Dataset aou_2_10 (1901); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1901; 1923; 1931; January 1982; February 1982; 2017,yes,yes
Mimus gilvus,Mimus gilvus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Melospiza melodia,"Melospiza fasciata guttata, Melospiza fasciata, Melospiza fasciata fallax, Melospiza melodia, Melospiza fasciata rufina, Melospiza fasciata montana, Melospiza fasciata heermanni, Melospiza fasciata samuelis",8,Checklist aou_1.csv (1886); Dataset aou_2_10 (1901); Dataset aou_2_12 (1903); Dataset aou_2_14 (1908); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1901; 1903; 1908; January 1982; February 1982; 2017,yes,yes
Spinus spinus,"Spinus spinus, Carduelis spinus",2,Dataset aou_6_40 (1995); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1995; 2009; 2017,no,yes
Chaetura andrei,Chaetura andrei,1,Dataset aou_6 (1983); Dataset aou_7_52 (2011),1983; 2011,no,no
Catharus mexicanus,Catharus mexicanus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Melanerpes portoricensis,Melanerpes portoricensis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Euphonia xanthogaster,Euphonia xanthogaster,1,Dataset aou_6 (1983); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2003; 2017,no,yes
Falco tinnunculus,"Cerchneis tinnunculus, Falco tinnunculus",2,Dataset aou_1_01 (1889); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1889; 1909; 1910; 1923; 1931; January 1982; February 1982; 2017,no,yes
Calcarius pictus,Calcarius pictus,1,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2010; 2017,yes,yes
Heleodytes bunneicapillus,Heleodytes bunneicapillus,1,Dataset aou_2_08 (1897),1897,no,no
Grus grus,Grus grus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Gallinago solitaria,Gallinago solitaria,1,Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),2011; 2017,no,yes
Crotophaga major,Crotophaga major,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Melozone leucotis,Melozone leucotis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Neomorphus geoffroyi,Neomorphus geoffroyi,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Nyctiphrynus mcleodii,Nyctiphrynus mcleodii,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Corvus sinaloae,Corvus sinaloae,1,Dataset aou_6_38 (1991); Checklist NACC_list_species_aou_7_57.csv (2017),1991; 2017,no,yes
Falco subbuteo,Falco subbuteo,1,Dataset aou_6_35 (1985); Dataset aou_6_40 (1995); Checklist NACC_list_species_aou_7_57.csv (2017),1985; 1995; 2017,no,yes
Moho apicalis,Moho apicalis,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2009; 2017,no,yes
Vireo gundlachii,Vireo gundlachii,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Paroreomyza montana,Paroreomyza montana,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1993; 2017,no,yes
Myioborus pictus,"Setophaga picta, Myioborus pictus",2,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_33 (1976); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1957; 1976; January 1982; February 1982; 1983; 2017,yes,yes
Busarellus nigricollis,Busarellus nigricollis,1,Dataset aou_6 (1983); Dataset aou_7_46 (2005); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2005; 2017,no,yes
Spindalis portoricensis,Spindalis portoricensis,1,Dataset aou_7_42 (2000); Dataset aou_7_46 (2005); Checklist NACC_list_species_aou_7_57.csv (2017),2000; 2005; 2017,no,yes
Capsiempis flaveola,Capsiempis flaveola,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Xenops rutilans,Xenops rutilans,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Poecile gambeli,"Parus gambeli, Penthestes gambeli, Poecile gambeli",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1944; February 1982; 1997; 2017,yes,yes
Troglodytes cobbi,Troglodytes cobbi,1,Dataset aou_7_54 (2013),2013,no,no
Agelaius tricolor,Agelaius tricolor,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1957; January 1982; February 1982; 1983; 2017,yes,yes
Gavia adamsii,"Gavia adamsi, Gavia adamsii, Urinator adamsii",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3 (1910); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1910; 1957; February 1982; 2017,yes,yes
Larus fuscus,Larus fuscus,1,Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_4_24 (1949); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1944; 1949; February 1982; 2017,no,yes
Amazona finschi,Amazona finschi,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Geothlypis speciosa,Geothlypis speciosa,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Picoides tridactylus,Picoides tridactylus,1,Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_44 (2003),1931; 1957; January 1982; February 1982; 2003,no,no
Ficedula albicilla,Ficedula albicilla,1,Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),2006; 2017,no,yes
Pipilo erythrophthalmus,"Pipilo erythrophthalmus alleni, Pipilo erythrophthalmus",2,Checklist aou_1.csv (1886); Dataset aou_4_29 (1954); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_40 (1995); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1954; 1957; January 1982; February 1982; 1995; 2017,yes,yes
Passerculus sandwichensis,"Passerculus sandwichensis, Ammodramus sandwichensis, Ammodramus sandwichensis savanna, Ammodramus sandwichensis alaudinus, Ammodramus sandwichensis bryanti",5,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_2_12 (1903); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_3_16 (1912); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1903; 1909; 1910; 1912; 1944; 1957; January 1982; February 1982; 2017,yes,yes
Lophornis brachylophus,"Lophornis brachylopha, Lophornis brachylophus",2,Dataset aou_6_38 (1991); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),1991; 2004; 2017,no,yes
Phylloscartes flavovirens,Phylloscartes flavovirens,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Spermestes cucullata,"Lonchura cucullata, Spermestes cucullata",2,Dataset aou_6 (1983); Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2014; 2017,no,yes
Egretta rufescens,"Ardea rufescens, Egretta rufescens, Ardea rufa, Dichromanassa rufescens",4,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_2_12 (1903); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; 1903; January 1982; February 1982; 2017,yes,yes
Phylloscopus collybita,Phylloscopus collybita,1,Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),2014; 2017,no,yes
Leptopogon superciliaris,Leptopogon superciliaris,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Chaetura fumosa,Chaetura fumosa,1,Dataset aou_7_43 (2002); Checklist NACC_list_species_aou_7_57.csv (2017),2002; 2017,no,yes
Eupherusa poliocerca,Eupherusa poliocerca,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Melozone fusca,"Pipilo fuscus, Pipilo fuscus albigula, Pipilo fuscus crissalis, Melozone fusca, Pipilo fuscus mesoleucus",5,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_37 (1989); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1957; January 1982; February 1982; 1989; 2010; 2017,yes,yes
Hylocharis leucotis,"Basilinna leucotis, Hylocharis leucotis",2,Dataset aou_1_07 (1895); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1895; 1931; February 1982; 2017,no,yes
Nesospingus speculiferus,Nesospingus speculiferus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Stercorarius antarcticus,Stercorarius antarcticus,1,Dataset aou_7_56 (2015),2015,no,no
Megascops barbarus,"Megascops barbarus, Otus barbarus",2,Dataset aou_6 (1983); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2003; 2017,no,yes
Tiaris bicolor,"Euetheia bicolor, Tiaris bicolor",2,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1931; 1957; January 1982; February 1982; 2017,yes,yes
Zentrygon chiriquensis,"Geotrygon chiriquensis, Zentrygon chiriquensis",2,Dataset aou_6 (1983); Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2014; 2017,no,yes
Catharus fuscater,Catharus fuscater,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Amazilia violiceps,"Amazilia violiceps, Amazilia verticalis",2,Dataset aou_4_23 (1948); Dataset aou_4_30 (1955); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1948; 1955; 1957; January 1982; February 1982; 2017,no,yes
Aegolius acadicus,"Aegolius acadicus, Cryptoglaux acadicus, Aegolius acadica, Glaux acadicus, Nyctala acadica, Cryptoglaux acadica",6,Checklist aou_1.csv (1886); Dataset aou_2_13 (1904); Dataset aou_2_14 (1908); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1904; 1908; 1909; 1910; 1947; 1957; January 1982; February 1982; 2017,yes,yes
Buteo solitarius,Buteo solitarius,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Coccyzus euleri,"Coccyzus julieni, Coccyzus euleri",2,Dataset aou_6_37 (1989); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),1989; 1993; 2017,no,yes
Chasiempis sclateri,Chasiempis sclateri,1,Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),2010; 2017,no,yes
Colymbus holboellii,Colymbus holboellii,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931),1886; 1908; 1931,yes,no
Vireo brevipennis,Vireo brevipennis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Rhodacanthis palmeri,Rhodacanthis palmeri,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Larus brachyrhynchus,Larus brachyrhynchus,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931),1886; 1931,yes,no
Regulus calendula,"Regulus calendula, Corthylio calendula",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_6_35 (1985); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1944; January 1982; February 1982; 1983; 1985; 1997; 2017,yes,yes
