name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset
Columbina talpacoti,Columbina talpacoti,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Sterna trudeaui,Sterna trudeaui,1,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982),1886; January 1982,yes,no
Progne dominicensis,Progne dominicensis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Oxyura ferruginea,Oxyura ferruginea,1,Dataset aou_6_41 (1997),1997,no,no
Oceanodroma castro,"Oceanodroma castro, Oceanodroma cryptoleucura",2,Dataset aou_2_09 (1899); Dataset aou_2_14 (1908); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1899; 1908; 1923; 1931; 1957; January 1982; February 1982; 2017,no,yes
Picoides scalaris,"Dryobates scalaris lucasanus, Picoides scalaris, Dendrocopos scalaris, Dryobates scalaris",4,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_2 (1895); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; 1895; 1947; 1957; 1976; February 1982; 2017,yes,yes
Cygnus cygnus,"Cygnus cygnus, Olor cygnus",2,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_4_27 (1952); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1910; 1923; 1931; 1952; January 1982; February 1982; 2017,yes,yes
Antigone canadensis,"Grus canadensis, Antigone canadensis",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; February 1982; 2016; 2017,yes,yes
Sialia currucoides,"Sialia currucoides, Sialia arctica",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; January 1982; February 1982; 1983; 2017,yes,yes
Anthus lutescens,Anthus lutescens,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Tyto glaucops,Tyto glaucops,1,Dataset aou_6 (1983); Dataset aou_6_37 (1989); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1989; 2017,no,yes
Buteogallus subtilis,Buteogallus subtilis,1,Dataset aou_6 (1983); Dataset aou_7_49 (2008),1983; 2008,no,no
Selasphorus calliope,"Selasphorus calliope, Trochilus calliope, Stellula calliope",3,Checklist aou_1.csv (1886); Dataset aou_1_05 (1893); Checklist aou_5_34.csv (February 1982); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1893; February 1982; 2012; 2017,yes,yes
Piranga erythrocephala,Piranga erythrocephala,1,Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2009; 2017,no,yes
Basileuterus melanotis,Basileuterus melanotis,1,Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),2016; 2017,no,yes
Tangara cucullata,Tangara cucullata,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Puffinus assimilis,Puffinus assimilis,1,Dataset aou_2_09 (1899); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Dataset aou_7_54 (2013),1899; 1923; 1931; 1957; February 1982; 2013,no,no
Phyllomyias burmeisteri,Phyllomyias burmeisteri,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Perdix perdix,Perdix perdix,1,Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1944; 1957; February 1982; 2017,no,yes
Nucifraga columbiana,"Picicorvus columbianus, Nucifraga columbiana",2,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1931; February 1982; 2017,yes,yes
Carpodacus mcgregori,Carpodacus mcgregori,1,Dataset aou_2_09 (1899); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Dataset aou_5_32 (1973),1899; 1908; 1910; 1973,no,no
Amazilia salvini,"Uranomitra salvini, Amazilia salvini",2,Dataset aou_2_14 (1908); Dataset aou_3_18 (1923); Dataset aou_4_20 (1945); Dataset aou_4_21 (1946),1908; 1923; 1945; 1946,no,no
Tringa ochropus,"Tringa ocrophus, Tringa ochropus",2,Dataset aou_6_35 (1985); Dataset aou_6_37 (1989); Checklist NACC_list_species_aou_7_57.csv (2017),1985; 1989; 2017,no,yes
Cardellina pusilla,"Cardellina pusilla, Sylvania pusilla pileolata, Wilsonia pusilla, Sylvania pusilla",4,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1920; 1957; January 1982; February 1982; 1983; 2011; 2017,yes,yes
Tangara guttata,Tangara guttata,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Melanerpes superciliaris,Melanerpes superciliaris,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Myiarchus mexicanus,"Myiarchus mexicanus magister, Myiarchus mexicanus",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908),1886; 1908,yes,no
Salpinctes guadeloupensis,Salpinctes guadeloupensis,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931),1886; 1931,yes,no
Buteo brachyurus,Buteo brachyurus,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_18 (1923); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1923; February 1982; 2017,yes,yes
Setophaga fusca,"Dendroica fusca, Dendroica blackburniae, Setophaga fusca",3,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1920; 1957; January 1982; February 1982; 1983; 2011; 2017,yes,yes
Euphonia musica,Euphonia musica,1,Dataset aou_6 (1983); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2003; 2017,no,yes
Antrostomus salvini,"Caprimulgus salvini, Antrostomus salvini",2,Dataset aou_6 (1983); Dataset aou_6_40 (1995); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1995; 2012; 2017,no,yes
Glaucidium palmarum,Glaucidium palmarum,1,Dataset aou_6_41 (1997); Dataset aou_7_46 (2005); Checklist NACC_list_species_aou_7_57.csv (2017),1997; 2005; 2017,no,yes
Rallus aquaticus,Rallus aquaticus,1,Dataset aou_4 (1931); Dataset aou_5_34 (January 1982),1931; January 1982,no,no
Contopus cinereus,Contopus cinereus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Junco annectens,Junco annectens,1,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_2_14 (1908),1886; 1897; 1908,yes,no
Luscinia svecica,"Luscinia svecica, Cyanecula suecica, Cyanosylvia suecica",3,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_25 (1950); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; 1950; 1957; January 1982; February 1982; 1983; 2011; 2017,yes,yes
Tyto pratincola,"Aluco pratincola, Strix pratincola, Tyto pratincola",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Dataset aou_3_17 (1920); Dataset aou_3_18 (1923),1886; 1908; 1910; 1920; 1923,yes,no
Catharus ustulatus,"Turdus ustulatus swainsonii, Catharus ustulatus, Hylocichla ustulata, Turdus ustulatus",4,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1957; 1973; January 1982; February 1982; 1983; 2017,yes,yes
Alectoris chukar,Alectoris chukar,1,Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1973; February 1982; 2017,no,yes
Muscicapa dauurica,Muscicapa dauurica,1,Dataset aou_6_36 (1987); Dataset aou_6_37 (1989); Checklist NACC_list_species_aou_7_57.csv (2017),1987; 1989; 2017,no,yes
Piaya cayana,Piaya cayana,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Anser serrirostris,Anser serrirostris,1,Dataset aou_7_48 (2007); Checklist NACC_list_species_aou_7_57.csv (2017),2007; 2017,no,yes
Attila spadiceus,Attila spadiceus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Tyrannus melancholicus,"Tyrannus melancholicus, Tyrannus melancholicus couchii",2,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; February 1982; 2017,yes,yes
Ardea herodias,Ardea herodias,1,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1973; February 1982; 2017,yes,yes
Drepanis coccinea,"Vestiaria coccinea, Drepanis coccinea",2,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_56 (2015); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2015; 2017,no,yes
Thryomanes brevicauda,"Thryothorus brevicaudus, Thryothorus brevicauda, Thryomanes brevicauda",3,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_09 (1899); Dataset aou_4_20 (1945),1886; 1895; 1899; 1945,yes,no
Piranga bidentata,Piranga bidentata,1,Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2009; 2017,no,yes
Setophaga americana,"Parula americana, Setophaga americana, Compsothlypis americana",3,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1947; 1957; 1973; January 1982; February 1982; 1983; 2011; 2017,yes,yes
Petrochelidon pyrrhonota,"Petrochelidon albifrons, Hirundo pyrrhonota, Petrochelidon lunifrons, Petrochelidon pyrrhonota",4,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1944; January 1982; February 1982; 1997; 2017,yes,yes
Euchrepomis callinota,"Euchrepomis callinota, Terenura callinota",2,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Dataset aou_7_54 (2013); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2013; 2017,no,yes
Chaetoptila angustipluma,Chaetoptila angustipluma,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2009; 2017,no,yes
Mimus polyglottos,Mimus polyglottos,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; January 1982; February 1982; 2017,yes,yes
Stercorarius skua,"Catharacta skua, Stercorarius skua, Megalestris skua",3,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_42 (2000); Dataset aou_7_47 (2006); Dataset aou_7_56 (2015); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1944; 1957; January 1982; February 1982; 1983; 2000; 2006; 2015; 2017,yes,yes
Tachyphonus luctuosus,Tachyphonus luctuosus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Lagopus welchi,Lagopus welchi,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931),1886; 1931,yes,no
Pterodroma scalaris,"Aestrelata scalaris, Aestrelata gularis, Pterodroma scalaris",3,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_3_17 (1920); Dataset aou_3_18 (1923); Dataset aou_4 (1931),1886; 1889; 1920; 1923; 1931,yes,no
Amazilia luciae,Amazilia luciae,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Todirostrum nigriceps,Todirostrum nigriceps,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Vireo magister,Vireo magister,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Myadestes woahensis,"Myadestes woahensis, Myadestes oahensis",2,Dataset aou_6_35 (1985); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),1985; 1998; 2017,no,yes
Cyanerpes cyaneus,Cyanerpes cyaneus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Contopus pertinax,"Myiochanes pertinax, Contopus pertinax",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1947; 1957; January 1982; February 1982; 2017,yes,yes
Anthus gustavi,Anthus gustavi,1,Dataset aou_4_20 (1945); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1945; 1957; February 1982; 2017,no,yes
Xenornis setifrons,Xenornis setifrons,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Myadestes townsendi,"Myadestes townsendi, Myadestes townsendii",2,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; January 1982; February 1982; 1983; 2017,yes,yes
Arenaria morinella,Arenaria morinella,1,Dataset aou_2_10 (1901); Dataset aou_2_14 (1908),1901; 1908,no,no
Mellisuga minima,Mellisuga minima,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Mionectes olivaceus,Mionectes olivaceus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Meleagris ocellata,"Agriocharis ocellata, Meleagris ocellata",2,Dataset aou_6 (1983); Dataset aou_6_40 (1995); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1995; 2017,no,yes
Zentrygon albifacies,"Geotrygon albifacies, Zentrygon albifacies",2,Dataset aou_6 (1983); Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2014; 2017,no,yes
Quiscalus niger,Quiscalus niger,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Troglodytes rufociliatus,Troglodytes rufociliatus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Setophaga subita,"Dendroica subita, Setophaga subita",2,Dataset aou_7_42 (2000); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),2000; 2011; 2017,no,yes
Dendrocolaptes picumnus,Dendrocolaptes picumnus,1,Dataset aou_6 (1983); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2006; 2017,no,yes
Tadorna ferruginea,"Tadorna ferruginea, Casarca ferruginea, Casarca casarca",3,Dataset aou_2_08 (1897); Dataset aou_2_14 (1908); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982),1897; 1908; 1957; 1973; January 1982,no,no
Mergus merganser,Mergus merganser,1,Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1957; February 1982; 2017,no,yes
Melozone aberti,"Melozone aberti, Pipilo aberti",2,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2010; 2017,yes,yes
Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,1,Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1931; January 1982; 1983; 2017,no,yes
Sicalis flaveola,Sicalis flaveola,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Serpophaga cinerea,Serpophaga cinerea,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Streptoprocne semicollaris,Streptoprocne semicollaris,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Troglodytes tanneri,Troglodytes tanneri,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Diglossa baritula,Diglossa baritula,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Arremon aurantiirostris,Arremon aurantiirostris,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Corvus jamaicensis,Corvus jamaicensis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Turdus confinis,"Turdus confinis, Planesticus confinis, Merula confinis",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_5_32 (1973),1886; 1908; 1931; 1973,yes,no
Spinus tristis,"Astragalinus tristis, Spinus tristis, Carduelis tristis",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1910; 1931; 1957; 1976; February 1982; 2009; 2017,yes,yes
Calidris ferruginea,"Erolia testacea, Tringa ferruginea, Calidris ferruginea, Erolia ferruginea",4,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_4 (1931); Dataset aou_4_21 (1946); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1931; 1946; 1973; February 1982; 2017,yes,yes
Phaeopus hudsonicus,"Numenius hudsonicus, Phaeopus hudsonicus",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_4_19 (1944),1886; 1931; 1944,yes,no
Eubucco bourcierii,Eubucco bourcierii,1,Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2010; 2017,no,yes
Puffinus myrtae,Puffinus myrtae,1,Dataset aou_7_56 (2015),2015,no,no
Torreornis inexpectata,Torreornis inexpectata,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Patagioenas caribaea,"Patagioenas caribaea, Columba caribaea",2,Dataset aou_6 (1983); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2003; 2017,no,yes
